CocState,CoC,HudNum,year,HIC Date,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/ only Children,CH Beds HH w only Children
DE,Delaware Statewide CoC,DE-500,2020,1/29/2020 0:00,0,0,0,0,,0,
FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,2020,1/23/2020 0:00,0,0,0,0,,0,
FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2020,1/28/2020 0:00,6,2,0,0,,,
FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,2020,1/23/2020 0:00,52,10,0,0,,0,
GA,Georgia Balance of State CoC,GA-501,2020,1/27/2020 0:00,4,2,0,0,0,0,0
FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2020,1/28/2020 0:00,2,1,0,2,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,,0,
FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2020,1/28/2020 0:00,14,4,0,0,,0,
FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2020,1/28/2020 0:00,2,1,0,0,2,0,0
GA,Georgia Balance of State CoC,GA-501,2020,1/27/2020 0:00,3,1,0,0,0,0,0
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,37,13,0,37,,2,
FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2020,1/28/2020 0:00,24,4,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,20,7,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,0,0,0
DE,Delaware Statewide CoC,DE-500,2020,1/29/2020 0:00,0,0,0,0,,2,
TN,Knoxville/Knox County CoC,TN-502,2020,1/23/2020 0:00,,0,,,,,
LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,2020,1/27/2020 0:00,25,7,0,0,25,,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
MO,"Joplin/Jasper, Newton Counties CoC",MO-602,2020,1/29/2020 0:00,13,4,0,0,13,0,0
MO,"Joplin/Jasper, Newton Counties CoC",MO-602,2020,1/29/2020 0:00,0,0,0,0,,0,
MO,"Joplin/Jasper, Newton Counties CoC",MO-602,2020,1/29/2020 0:00,4,1,4,0,,0,
NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,2020,1/23/2020 0:00,4,2,0,0,2,0,0
MO,"Joplin/Jasper, Newton Counties CoC",MO-602,2020,1/29/2020 0:00,3,1,0,0,,0,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
HI,Honolulu City and County CoC,HI-501,2020,1/22/2020 0:00,,,,,,,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,0,0,0
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,0,0,0
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,72,19,0,0,72,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,8,4,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,8,4,0,0,,0,
FL,Ft Lauderdale/Broward County CoC,FL-601,2020,1/29/2020 0:00,0,0,0,0,,,
FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,2020,1/23/2020 0:00,4,1,0,0,,0,
IN,Indianapolis CoC,IN-503,2020,1/22/2020 0:00,0,0,0,0,,0,
IN,Indianapolis CoC,IN-503,2020,1/22/2020 0:00,15,1,0,0,,0,
IN,Indianapolis CoC,IN-503,2020,1/22/2020 0:00,0,0,0,0,,5,
FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,2020,1/23/2020 0:00,0,0,0,0,,0,0
IN,Indianapolis CoC,IN-503,2020,1/22/2020 0:00,0,0,0,0,,0,
IN,Indianapolis CoC,IN-503,2020,1/22/2020 0:00,60,14,0,0,,0,
FL,Ft Lauderdale/Broward County CoC,FL-601,2020,1/29/2020 0:00,0,0,0,0,,0,
AZ,Arizona Balance of State CoC,AZ-500,2020,1/22/2020 0:00,17,1,0,0,,,
AZ,Arizona Balance of State CoC,AZ-500,2020,1/22/2020 0:00,0,0,0,0,,0,
AZ,Arizona Balance of State CoC,AZ-500,2020,1/22/2020 0:00,0,0,0,0,,,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,19,9,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,31,8,0,0,,0,
NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,2020,1/23/2020 0:00,0,0,,,,,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,3,1,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,9,3,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,10,5,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,2,1,0,2,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,4,2,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,12,5,12,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,40,13,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,3,1,3,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
WA,Spokane City & County CoC,WA-502,2020,1/23/2020 0:00,25,6,0,0,,0,
NY,Albany City & County CoC,NY-503,2020,1/23/2020 0:00,0,0,0,0,0,0,0
SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2020,1/22/2020 0:00,12,4,0,0,,0,
NY,Albany City & County CoC,NY-503,2020,1/23/2020 0:00,0,0,0,0,0,0,0
NY,Albany City & County CoC,NY-503,2020,1/23/2020 0:00,0,0,0,0,0,0,0
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,28,7,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,18,5,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,0,0,0
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,0,0,0
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,,,,0,0
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,2,1,0,0,2,0,0
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,3,1,3,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,15,5,0,0,15,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,0,0,0
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,8,3,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,6,2,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,3,1,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,36,9,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,7,3,7,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2020,1/22/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,2,1,2,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,3,1,3,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,62,18,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,12,5,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,6,2,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,40,10,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,4,2,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,16,7,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,19,4,0,0,0,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,14,4,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,8,3,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,2,1,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,4,2,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,10,4,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,25,19,0,0,,0,
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,6,2,0,0,,,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,16,5,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,12,5,0,12,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,10,3,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,14,4,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,12,3,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,6,2,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,16,5,0,0,16,0,0
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,58,19,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,0,0,0
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,5,2,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,6,2,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,28,7,0,0,28,0,0
SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2020,1/22/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,3,1,0,3,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,2,1,0,0,2,0,0
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,,0,
OH,Ohio Balance of State CoC,OH-507,2020,1/21/2020 0:00,0,0,0,0,0,0,0
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,2,1,0,0,0,,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,,0,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,0,0,0,0,,0,
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,15,6,0,0,,,
MO,St.Louis City CoC,MO-501,2020,1/29/2020 0:00,14,10,0,0,,0,
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,3,1,0,0,,0,
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,0,0,0,0,,0,
GA,Georgia Balance of State CoC,GA-501,2020,1/27/2020 0:00,13,5,0,0,5,0,0
NY,Schenectady City & County CoC,NY-507,2020,1/23/2020 0:00,9,3,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,,,,,,,
MI,Michigan Balance of State CoC,MI-500,2020,1/29/2020 0:00,12,4,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,0,0,0,0,,0,
PA,York City & County CoC,PA-512,2020,1/22/2020 0:00,2,1,2,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,34,11,0,0,0,,
AL,Huntsville/North Alabama CoC,AL-503,2020,1/27/2020 0:00,30,10,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,32,6,0,0,0,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,,,,,,,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,0,0,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,8,4,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,8,1,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,0,0,0,0,,,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,0,0,0,0,,0,
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,11,5,0,0,0,0,0
MD,Harford County CoC,MD-502,2020,1/22/2020 0:00,13,3,0,0,13,0,0
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,0,0,0,0,0,,
GA,Georgia Balance of State CoC,GA-501,2020,1/27/2020 0:00,19,7,0,0,0,0,0
CT,Connecticut Balance of State CoC,CT-505,2020,1/21/2020 0:00,0,0,0,0,,0,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,7,2,0,0,0,0,0
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,0,0,0,0,,0,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,15,4,0,0,,0,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,5,1,0,0,,0,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,2,1,0,0,,0,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,0,0,0,0,,0,
CA,Riverside City & County CoC,CA-608,2020,1/28/2020 0:00,40,10,0,0,,0,
CA,Riverside City & County CoC,CA-608,2020,1/28/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,27,11,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,9,3,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,8,2,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,28,6,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,30,10,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,2,1,0,0,2,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,12,6,0,0,12,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,12,4,0,0,12,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,0,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,36,12,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,5,1,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,9,3,0,0,9,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,29,9,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,0,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,0,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,27,6,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,0,0,0
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,2,1,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,69,19,0,0,69,0,0
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,8,2,0,0,8,0,0
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
UT,Salt Lake City & County CoC,UT-500,2020,1/22/2020 0:00,,,,,,,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,23,6,0,23,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
DE,Delaware Statewide CoC,DE-500,2020,1/29/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
UT,Provo/Mountainland CoC,UT-504,2020,1/22/2020 0:00,0,0,0,0,,,
UT,Provo/Mountainland CoC,UT-504,2020,1/22/2020 0:00,21,8,0,0,,,
UT,Provo/Mountainland CoC,UT-504,2020,1/22/2020 0:00,0,0,0,0,,,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,0,0,0,0,,0,
UT,Provo/Mountainland CoC,UT-504,2020,1/22/2020 0:00,,,,,,,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,64,16,0,0,,0,
DE,Delaware Statewide CoC,DE-500,2020,1/29/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,14,6,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,24,8,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,130,26,0,0,,0,
CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,2020,1/27/2020 0:00,28,7,0,0,,0,
TX,"Dallas City & County, Irving CoC",TX-600,2020,1/23/2020 0:00,0,0,0,0,,0,
DE,Delaware Statewide CoC,DE-500,2020,1/29/2020 0:00,0,0,0,0,,0,
